Company name,Job Description,Job Role,Skills,Location,Updated
IBM India Pvt Ltd,"IntroductionAs an IBM Application Architect ,  you directly help clients transform their business and solve complex problems. You will define the scop...",Application Architect,"**, application, architecture, software, development, agile, methodologies, technical, leadership, problem, solving, **, python, soa, java, .net, software, engineering",Bengaluru / Bangalore,few days ago
Myntra,About TeamMyntra Data Science team delivers a large number of data science solutions for the company which are deployed at various customer touch poin...,Data Scientist,"machine, learning, python, programming, statistical, modeling, data, cleaning, model, deployment, algorithms, orchestration, sql, nosql",Bengaluru / Bangalore,few days ago
DXC Technologies,"Hands-on Development:Develop and implement machine learning models and algorithms ,  including supervised ,  unsupervised ,  deep learning ,  and rein...",Build_MS_AG_AI_DS_3,"machine, learning, development, ai, /, ml, frameworks, python, programming, cloud, services, utilization, team, mentorship, recruitment, recruitment, process",Noida/Greater Noida,few days ago
volvo group india pvt ltd,Transport is at the core of modern society. Imagine using your expertise to shape sustainable transport and infrastructure solutions for the future? I...,Application Database Specialist,"**, database, management, sql, development, postgresql, expertise, aws, cloud, experience, python, programming, **, authoring, mongodb, oracle, nosql, infrastructure",Bengaluru / Bangalore,few days ago
Tech Mahindra Ltd,"Job SummaryAbout Us:At Tech Mahindra  ( Tech Mahindra | Connected World ,  Connected Experiences )  ,  we live the philosophy of connected world and c...",React JS   IQGeo,"**, javascript, development, python, programming, react, framework, api, integration, etl, processes, **, information, technology, docker, linux",Plano,few days ago
Exxonmobil Company India Pvt Ltd,"Intern - Quantitative Analyst  ( Summer Internship Program ) Location: Singapore ,  01 ,  SGCompany: ExxonMobilAbout usAt ExxonMobil ,  our vision is ...",Intern - Quantitative Analyst  ( Summer Internship Program )  Job Details | ExxonMobil,"python, programming, data, analytics, numerical, techniques, stochastic, calculus, problem, solving, sql, database, cooking",Singapore,few days ago
CIGNEX Datamatics Technologies Pvt Ltd,"Senior Business Analyst -  ( Exp : 10-15 Years ) Location: Hybrid / BengaluruTechnology: Business Analysis ,  Agile ,  waterfall methodology ,  ERP , ...",Senior Business Analyst -  ( Exp : 10-15 Years ),"business, analysis, agile, methodology, project, management, erp, systems, data, analysis, sql, python, oracle, problem, solving",Bengaluru / Bangalore,few days ago
Nuchange Informatics,"Systems and DevOps EngineerEngineering1  year ( s ) Key Responsibilities* Install ,  configure ,  test ,  manage and monitor all systems in production...",Systems and DevOps Engineer,"sql, security, apache, git, java, devops, perl, github, python, system, management, unix, /, linux, ruby",Bengaluru / Bangalore,few days ago
Nvidia Graphics Pvt Ltd,: Physical Design CAD Engineer at NVIDIANVIDIA is looking for best-in-class Physical Design CAD Engineer to join our outstanding Networking Silicon en...,Physical Design Signoff CAD Engineer,"physical, design, expertise, timing, analysis, power, integrity, tcl, /, perl, /, python, proficiency, self, motivation",Israel,few days ago
PeerLogic Systems LLP,"Title: Senior DevOps Engineer - JavaLocation: PuneJob Information: As part of a build and release team ,  build ,  deploy ,  monitor ,  debug ,  and f...",Senior DevOps Engineer  Java,"tcpdump, apache, tomcat, java, devops, linux, debugging, mysql, perl, perforce, python, problem, solving, ruby",Pune,few days ago
Splash India Private Limited,"Job TitleHiring for Manager AnalyticsJob ResponsibilitiesQuantitative  &  Data skills:  Experience in working with Data  ( preferably in FinTech ,  Fi...",Manager Analytics,"sql, database, postgresql, mysql, api, mongodb, cloud, services, python, sas, machine, learning",Gurgaon,few days ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Data Platforms-Google,"**, gcp, services, expertise, python, programming, skills, sql, data, management, data, analysis, ability, time, management, skills, **, composer",Kolkata,few days ago
IBM India Pvt Ltd,"IntroductionAt IBM ,  work is more than a job  its a calling: To build. To design. To code. To consult. To think along with clients and sell. To make ...",Technical Support Specialist,"technical, support, problem, resolution, remote, troubleshooting, javascript, programming, python, development, software, engineer, software, engineering",Bengaluru / Bangalore,few days ago
crescendo global,"Position: Sr. Lead Engineer - c# ,  Azure Services ,  SQLExperience: 10  YearsLocation: MumbaiDiscipline: AnalyticsJob Type: PermanentContact Name: Sr...","Sr. Lead Engineer - c# , Azure Services ,  SQL- 10   Years- Mumbai job in","software, engineering, data, engineering, c#, programming, azure, technologies, sql, proficiency, python, java, devops",Mumbai,few days ago
Tyfone Communications development  ( India )  Pvt. Ltd,"BANGALORE ,  INDIAPrincipal Engineer DevOps / SRETo apply ,  email with the job title as the subject line.no. of PositionsOneExperience10  yearsSalary...",Principal Engineer DevOps / SRE - Tyfone,"aws, linux, debugging, containers, jenkins, terraform, python, information, technology, security, devops, infrastructure, production, environment",Bengaluru / Bangalore,few days ago
cumulations technologies pvt ltd,Looking for: Candidates with strong Python / Nodejs fundamentals.Experience with at least one framework such as Django / Expressjs.Hands-on experience...,Fullstack Developer,"fundamentals, python, html5, mobile, javascript, sql, nosql, django, mysql, mongodb",Bengaluru / Bangalore,few days ago
nethues technologies,": Golang Developer RohiniPosted On: 17 September ,  2024:ResponsibilitiesWrite clean ,  efficient ,  and maintainable code in Golang for Backend devel...","Golang Developer Rohini Posted On 17 September ,  2024","golang, development, react, proficiency, database, management, restful, apis, code, review, python, sql",Delhi,few days ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Scientist: Artificial Intelligence,"data, analysis, ivr, design, node, js, programming, python, development, cloud, technologies, artificial, intelligence, java",Gurgaon,few days ago
Binance,": Senior DevOps Engineer - Trading TechLocation: Asia  /  Australia ,  Melbourne  /  New Zealand ,  Auckland  /  Europe  /  Australia ,  SydneyDepartm...",Senior DevOps Engineer - Trading Tech,"cloud, services, infrastructure, automation, continuous, delivery, linux, environment, python, programming, system, security, docker, devops","New Zealand,  Australia",few days ago
Pravaig Dynamics,"Job Title: ADAS Algorithm Developer EngineerLocation: Bangalore**Roles and Responsibilities:Develop algorithms for localization ,  Mapping ,  and sens...",ADAS ALGORITHM DEVELOPER,"Algorithm, development, Localization, Mapping, Sensor, fusion, Embedded, software, development, algorithms, python, c, embedded, software, development",Bengaluru / Bangalore,few days ago
Wipro Technologies Ltd,"Must Have:Experience in Shell ,  Python scriptingExperience in any DevOps platform  ( GitLab / Jenkins / TeamCity )  ,  Terraform ,  SonarQube ,  Fort...",Developer,"shell, scripting, python, scripting, ci, /, cd, pipelines, containerization, technologies, kubernetes, management, docker, devops, infrastructure, teamcity",Pune,few days ago
Wipro Technologies Ltd,"Role 1: Hyperion AdminShould have experience with Hyperion admin related activities like Installation ,  configuration ,  backup ,  restoreExperience ...",Developer,"hyperion, administration, data, integration, scripting, (, plsql, /, python, ), aws, knowledge, issue, resolution, oracle, consultant, drm",Hyderabad/Secunderabad,few days ago
pythian,"What will you be doing? As a Cassandra Database Consultant at Pythian ,  your primary focus will be on project work ,  debugging performance degradati...",Cassandra Database Consultant,"c, orchestration, database, java, debugging, hadoop, hbase, c#, python, os, nosql, ruby, database, consultant, cassandra, infrastructure",Hyderabad/Secunderabad,few days ago
Saggio Insurance Marketing Pvt Ltd,"Testing of NFVi ,  Cloud ,  VNF LCM ,  Unix / Shell scripting ,  Orchestration ,  AWS / Azure cloud testingOpenstack architecture and fundamentals inc...",Performance Test Engineer - NFVi  /  VNF,"fundamentals, python, orchestration, storage, security, java, shell, scripting, openstack, sdn, unix, nfv","Chennai,  Kolkata,  Pune,  Bengaluru / Bangalore",few days ago
KUWAITNET,"DEVOPS ENGINEER CLOSING DATE:Nov. 28 ,  2020Preferred Qualifications and Experience : JOB PURPOSEJob Description: In this role ,  you'll work collabor...",DEVOPS ENGINEER,"git, devops, linux, software, engineering, shell, scripting, cloud, services, python, unix, administration, team, player",Kuwait City,few days ago
Target Corporation India Pvt Ltd,": AI EngineerApply Now | Save JobLocation: Tower 02 ,  Manyata Embassy Business Park ,  Bangalore ,  India ,  560045Job ID: R0000369749Job Family: Pro...",We're hiring.,"python, programming, machine, learning, techniques, scalable, application, development, code, quality, adherence, natural, language, processing, django",Bengaluru / Bangalore,few days ago
accenture,"Project Role: Application Support EngineerProject Role Description: Act as software detectives ,  provide a dynamic service identifying and solving is...",Application Support Engineer,"**, sap, btp, integration, application, packaging, troubleshooting, skills, database, management, programming, languages, **, python, java, technical, skills",Hyderabad/Secunderabad,few days ago
Intel Technology India Pvt Ltd,We believe the world needs technology that can enrich the lives of every person on earth. Were inviting dynamic and imaginative technocrats to take pa...,Senior PMC Firmware Validation Engineer,"power, management, firmware, validation, embedded, systems, computer, architecture, problem, solving, c, artificial, intelligence, perl, python, ruby",Malaysia,few days ago
